horas_estudio,asistencia,participacion_parental,acceso_a_recursos,actividades_extracurriculares,horas_suenio,calificaciones_previas,nivel_motivacion,acceso_internet,sesiones_tutoria,ingreso_familiar,calidad_profesorado,tipo_escuela,influencia_companieros,actividad_fisica,discapacidad_aprendizaje,nivel_estudio_padres,distancia,genero,puntaje_examen
24,84,elevado,bajo,no,7,65,bajo,si,3,medio,elevado,publico,positivo,3,no,preparatoria,cercano,mujer,69
8,71,elevado,bajo,no,8,75,medio,si,0,medio,elevado,publico,positivo,3,no,preparatoria,cercano,hombre,61
21,94,medio,bajo,no,7,96,bajo,si,0,medio,bajo,privado,neutral,2,si,posgrado,moderado,hombre,69
16,71,elevado,medio,si,5,73,medio,si,1,medio,bajo,publico,neutral,0,si,preparatoria,cercano,hombre,63
25,87,medio,bajo,si,7,74,bajo,si,0,medio,elevado,publico,neutral,4,si,preparatoria,cercano,hombre,67
15,87,bajo,medio,no,4,54,medio,si,1,medio,bajo,publico,neutral,6,no,,moderado,hombre,65
19,69,medio,bajo,si,7,61,elevado,si,3,elevado,elevado,publico,neutral,4,no,preparatoria,moderado,hombre,66
23,61,bajo,medio,no,9,58,medio,si,4,medio,bajo,publico,neutral,2,no,preparatoria,cercano,hombre,63
25,76,medio,elevado,si,4,78,medio,si,2,medio,bajo,privado,negativo,3,no,preparatoria,moderado,mujer,68
13,72,elevado,elevado,no,7,66,medio,si,0,bajo,elevado,publico,neutral,4,no,posgrado,cercano,hombre,65
18,92,bajo,medio,si,8,54,medio,si,1,medio,bajo,publico,positivo,3,no,preparatoria,cercano,hombre,67
17,92,bajo,bajo,si,8,75,medio,si,2,medio,elevado,publico,neutral,3,no,posgrado,cercano,mujer,68
16,78,medio,elevado,no,6,83,medio,si,0,bajo,bajo,publico,neutral,3,si,universidad,cercano,hombre,64
31,84,medio,bajo,no,5,87,elevado,si,0,medio,bajo,privado,positivo,3,no,universidad,moderado,hombre,71
22,84,medio,bajo,si,6,92,bajo,si,0,medio,bajo,publico,neutral,5,no,preparatoria,cercano,mujer,69
12,93,medio,bajo,si,9,74,bajo,si,1,medio,bajo,publico,neutral,3,no,posgrado,moderado,hombre,67
26,77,bajo,medio,no,4,70,bajo,si,2,elevado,bajo,publico,neutral,3,si,universidad,moderado,mujer,65
33,71,bajo,medio,no,5,84,medio,si,1,medio,bajo,publico,positivo,2,no,preparatoria,cercano,hombre,68
26,71,elevado,medio,si,6,51,bajo,no,1,elevado,medio,privado,positivo,3,no,posgrado,moderado,hombre,67
11,81,medio,bajo,si,6,82,elevado,si,3,medio,elevado,publico,neutral,4,no,preparatoria,cercano,hombre,67
17,78,medio,elevado,si,7,70,medio,no,2,bajo,elevado,publico,positivo,3,no,preparatoria,cercano,hombre,66
28,78,elevado,medio,no,9,73,elevado,si,2,medio,bajo,publico,neutral,4,no,universidad,moderado,mujer,70
16,64,elevado,bajo,si,5,65,medio,si,3,medio,elevado,privado,positivo,4,no,posgrado,moderado,mujer,65
23,89,bajo,bajo,si,7,56,bajo,si,4,medio,bajo,privado,positivo,4,no,posgrado,cercano,mujer,69
25,69,medio,bajo,si,7,70,bajo,no,1,elevado,elevado,publico,positivo,4,no,preparatoria,lejano,mujer,65
14,68,elevado,medio,no,6,65,medio,si,1,elevado,medio,publico,neutral,3,si,universidad,cercano,hombre,63
20,77,medio,bajo,no,5,98,bajo,si,2,bajo,elevado,privado,neutral,2,no,posgrado,lejano,mujer,67
1,69,elevado,medio,si,6,97,medio,si,1,bajo,medio,publico,positivo,3,no,preparatoria,cercano,mujer,61
14,83,medio,bajo,si,6,82,medio,si,0,medio,bajo,publico,positivo,2,no,preparatoria,cercano,mujer,65
18,75,bajo,elevado,si,8,95,medio,si,1,bajo,bajo,publico,neutral,2,no,universidad,cercano,mujer,66
13,78,medio,elevado,si,8,88,elevado,si,0,elevado,bajo,publico,neutral,3,no,universidad,cercano,hombre,66
30,81,medio,bajo,si,5,67,medio,si,1,elevado,elevado,publico,negativo,1,no,preparatoria,cercano,hombre,69
11,68,medio,bajo,no,6,80,medio,si,2,medio,bajo,publico,positivo,3,no,universidad,moderado,mujer,63
17,66,bajo,elevado,no,6,61,medio,si,1,elevado,medio,publico,positivo,6,no,posgrado,cercano,hombre,65
21,95,bajo,bajo,no,10,84,bajo,si,0,elevado,medio,publico,neutral,4,si,preparatoria,cercano,hombre,67
29,77,elevado,elevado,si,7,52,medio,si,2,elevado,medio,publico,negativo,3,si,preparatoria,cercano,mujer,69
11,76,bajo,medio,si,5,92,medio,si,4,medio,bajo,publico,negativo,2,no,posgrado,cercano,hombre,65
27,61,medio,bajo,no,6,79,medio,si,1,bajo,medio,publico,positivo,3,no,preparatoria,moderado,hombre,65
20,80,elevado,bajo,si,6,53,medio,si,0,bajo,medio,publico,neutral,2,no,universidad,moderado,hombre,65
14,82,medio,elevado,si,8,94,bajo,si,2,bajo,elevado,publico,negativo,5,no,universidad,lejano,mujer,67
23,82,bajo,medio,si,8,94,medio,si,1,medio,bajo,publico,negativo,2,si,preparatoria,,hombre,66
21,88,medio,elevado,no,7,93,medio,si,4,bajo,medio,publico,positivo,3,no,preparatoria,cercano,mujer,72
16,67,medio,elevado,no,7,89,elevado,si,3,bajo,medio,publico,positivo,3,no,universidad,cercano,hombre,66
20,70,medio,bajo,si,7,84,bajo,no,2,medio,elevado,privado,neutral,4,no,universidad,lejano,hombre,65
18,92,elevado,medio,si,7,70,medio,si,1,bajo,medio,publico,neutral,3,no,preparatoria,moderado,hombre,69
21,98,medio,bajo,no,4,57,medio,si,2,elevado,bajo,publico,neutral,2,no,preparatoria,cercano,mujer,68
24,65,medio,bajo,no,7,64,bajo,si,1,elevado,medio,publico,neutral,1,no,posgrado,cercano,hombre,64
30,80,bajo,elevado,no,6,67,medio,si,3,medio,bajo,publico,negativo,4,no,universidad,moderado,mujer,69
13,69,medio,bajo,si,5,68,bajo,si,0,elevado,medio,publico,positivo,1,si,preparatoria,moderado,mujer,59
33,62,elevado,medio,si,10,78,medio,si,0,medio,bajo,privado,positivo,3,no,preparatoria,moderado,mujer,68
8,73,medio,bajo,no,7,60,medio,no,0,elevado,medio,privado,neutral,3,no,preparatoria,cercano,mujer,60
19,66,medio,elevado,no,7,59,medio,si,1,elevado,medio,publico,negativo,3,no,preparatoria,lejano,hombre,62
24,88,bajo,medio,si,6,86,bajo,si,0,bajo,bajo,publico,negativo,3,no,universidad,cercano,hombre,67
22,81,bajo,elevado,si,8,50,elevado,si,4,medio,bajo,privado,positivo,5,no,preparatoria,lejano,mujer,68
16,66,medio,elevado,si,5,57,elevado,si,3,medio,bajo,publico,positivo,3,no,preparatoria,moderado,mujer,64
19,60,medio,elevado,si,7,72,elevado,si,3,bajo,elevado,publico,positivo,3,no,preparatoria,moderado,mujer,65
17,92,bajo,bajo,si,6,57,medio,si,2,medio,bajo,privado,positivo,2,si,preparatoria,moderado,mujer,65
16,67,elevado,medio,no,8,98,medio,si,0,bajo,bajo,publico,neutral,3,no,preparatoria,cercano,mujer,63
25,84,medio,bajo,si,6,84,bajo,si,2,medio,elevado,publico,positivo,3,no,preparatoria,cercano,hombre,70
22,73,bajo,medio,si,9,72,bajo,si,3,medio,bajo,publico,positivo,3,no,preparatoria,cercano,mujer,66
16,83,medio,elevado,si,7,56,bajo,si,4,elevado,medio,publico,positivo,3,no,preparatoria,cercano,mujer,68
25,73,bajo,bajo,no,8,69,medio,si,3,medio,bajo,privado,positivo,3,no,preparatoria,cercano,mujer,66
22,63,bajo,bajo,no,8,83,medio,si,3,medio,bajo,privado,negativo,1,no,universidad,cercano,hombre,63
25,69,elevado,medio,si,9,98,medio,si,1,bajo,medio,publico,negativo,3,si,universidad,moderado,mujer,66
24,68,medio,bajo,si,6,74,medio,si,1,medio,bajo,publico,neutral,3,no,preparatoria,cercano,mujer,65
15,77,medio,bajo,si,8,85,elevado,si,1,bajo,medio,publico,positivo,2,no,posgrado,moderado,hombre,66
17,86,elevado,bajo,si,4,60,elevado,si,2,elevado,bajo,privado,positivo,3,si,universidad,moderado,mujer,67
24,71,medio,bajo,si,7,81,medio,si,0,bajo,medio,privado,positivo,3,no,preparatoria,cercano,hombre,66
24,60,bajo,medio,no,6,62,elevado,si,4,bajo,elevado,publico,negativo,3,no,preparatoria,cercano,mujer,63
20,81,medio,bajo,si,5,60,bajo,si,3,medio,bajo,publico,positivo,4,si,preparatoria,cercano,hombre,66
21,84,medio,bajo,no,6,75,bajo,no,1,elevado,medio,publico,positivo,3,no,universidad,moderado,hombre,67
28,99,medio,bajo,si,6,61,medio,no,1,bajo,medio,publico,positivo,3,no,preparatoria,cercano,hombre,71
16,84,medio,elevado,si,7,86,medio,si,1,bajo,medio,privado,neutral,2,no,preparatoria,cercano,mujer,67
23,79,medio,elevado,si,6,97,medio,si,1,elevado,bajo,publico,neutral,4,no,preparatoria,moderado,hombre,69
19,83,medio,bajo,si,7,70,medio,si,2,bajo,medio,publico,negativo,4,si,posgrado,cercano,mujer,67
19,97,elevado,medio,si,6,66,elevado,si,2,medio,bajo,privado,positivo,2,no,universidad,moderado,mujer,72
27,93,elevado,bajo,no,6,59,elevado,si,2,bajo,medio,privado,negativo,4,no,preparatoria,cercano,mujer,70
25,73,medio,elevado,si,7,70,bajo,si,0,bajo,medio,privado,neutral,4,no,posgrado,moderado,hombre,67
25,69,bajo,elevado,si,7,78,medio,si,0,bajo,elevado,publico,negativo,3,no,preparatoria,lejano,mujer,64
28,71,medio,bajo,no,8,69,elevado,si,1,medio,elevado,privado,neutral,1,no,universidad,moderado,mujer,67
20,80,bajo,elevado,no,8,81,medio,si,3,medio,bajo,privado,negativo,4,no,posgrado,cercano,hombre,69
24,90,bajo,bajo,no,7,83,medio,si,0,bajo,medio,privado,positivo,3,no,universidad,,hombre,68
18,80,medio,bajo,no,8,55,bajo,si,2,bajo,bajo,publico,neutral,3,no,preparatoria,moderado,hombre,63
22,63,medio,elevado,si,7,85,medio,si,4,elevado,elevado,publico,negativo,3,no,universidad,cercano,mujer,68
19,89,elevado,medio,si,7,95,medio,si,0,medio,bajo,publico,positivo,3,no,preparatoria,cercano,hombre,70
21,92,medio,bajo,si,8,51,bajo,si,0,medio,bajo,publico,neutral,2,no,universidad,moderado,hombre,66
24,72,elevado,elevado,no,6,78,elevado,si,0,bajo,elevado,publico,negativo,6,no,preparatoria,cercano,mujer,68
15,87,elevado,bajo,si,4,80,elevado,si,0,bajo,medio,privado,positivo,3,no,universidad,cercano,hombre,67
33,77,bajo,elevado,si,5,85,medio,si,0,bajo,medio,privado,neutral,5,no,preparatoria,lejano,mujer,69
14,96,medio,bajo,si,9,69,elevado,si,0,medio,bajo,privado,negativo,3,si,universidad,cercano,mujer,66
13,94,medio,bajo,si,7,91,bajo,si,3,bajo,medio,publico,neutral,3,no,preparatoria,cercano,hombre,68
27,81,medio,bajo,si,7,77,medio,si,2,medio,bajo,publico,neutral,2,si,posgrado,moderado,mujer,69
25,88,medio,bajo,si,7,70,bajo,si,1,medio,bajo,privado,positivo,3,no,posgrado,moderado,hombre,70
24,95,medio,elevado,si,8,86,elevado,si,1,medio,elevado,privado,neutral,3,no,universidad,cercano,hombre,74
24,80,medio,elevado,si,7,96,elevado,si,0,bajo,elevado,publico,positivo,0,no,universidad,moderado,mujer,70
20,73,medio,bajo,si,7,91,bajo,si,1,medio,elevado,publico,neutral,2,no,posgrado,moderado,hombre,66
15,90,elevado,medio,si,8,97,medio,si,1,bajo,elevado,privado,negativo,3,no,universidad,cercano,mujer,69
20,69,medio,elevado,no,6,63,bajo,si,0,bajo,medio,publico,negativo,3,no,posgrado,cercano,hombre,64
16,76,bajo,elevado,si,8,56,medio,no,1,bajo,medio,publico,positivo,1,no,preparatoria,cercano,hombre,62
26,95,bajo,elevado,no,7,77,medio,si,0,medio,bajo,publico,neutral,3,no,preparatoria,moderado,mujer,70
19,89,elevado,medio,si,7,52,medio,si,2,medio,bajo,publico,negativo,4,no,preparatoria,moderado,hombre,68
15,76,medio,bajo,si,6,84,bajo,si,0,medio,elevado,publico,neutral,3,no,universidad,cercano,mujer,65
18,69,elevado,elevado,no,7,62,bajo,si,3,medio,bajo,publico,positivo,3,no,preparatoria,moderado,hombre,65
22,74,elevado,elevado,si,6,73,bajo,si,3,elevado,elevado,publico,positivo,4,no,posgrado,moderado,mujer,71
17,71,elevado,medio,si,9,83,bajo,si,2,medio,bajo,publico,neutral,5,no,preparatoria,cercano,hombre,66
15,67,medio,bajo,no,4,74,medio,si,0,bajo,medio,publico,negativo,3,no,universidad,moderado,hombre,61
21,90,bajo,medio,si,8,62,bajo,si,2,medio,elevado,publico,negativo,5,si,preparatoria,cercano,hombre,67
21,70,bajo,elevado,si,4,94,medio,si,0,bajo,elevado,privado,neutral,2,no,universidad,lejano,hombre,65
17,78,medio,elevado,no,8,88,medio,si,0,bajo,medio,publico,negativo,3,no,preparatoria,cercano,mujer,65
17,75,medio,elevado,si,6,80,medio,no,1,bajo,medio,privado,positivo,5,no,preparatoria,moderado,hombre,65
21,99,medio,bajo,no,8,85,elevado,si,4,medio,bajo,publico,positivo,4,no,preparatoria,moderado,hombre,73
11,76,medio,bajo,si,7,71,medio,no,1,medio,bajo,publico,neutral,2,no,universidad,cercano,hombre,62
12,63,medio,elevado,si,5,69,bajo,si,0,medio,elevado,publico,negativo,2,no,universidad,moderado,mujer,60
16,64,bajo,medio,si,9,58,bajo,si,1,medio,bajo,publico,positivo,3,no,universidad,moderado,mujer,61
19,84,bajo,medio,si,8,90,elevado,si,2,bajo,medio,privado,neutral,3,no,posgrado,lejano,hombre,67
22,84,elevado,medio,no,8,69,medio,no,3,medio,elevado,privado,neutral,4,no,universidad,cercano,hombre,70
29,77,bajo,elevado,no,6,85,medio,si,1,medio,bajo,publico,positivo,1,no,universidad,cercano,hombre,69
25,77,medio,bajo,si,8,65,elevado,no,0,medio,bajo,publico,positivo,5,no,universidad,lejano,mujer,66
19,62,medio,bajo,no,5,90,bajo,si,2,bajo,elevado,publico,positivo,3,no,universidad,moderado,hombre,64
20,81,elevado,medio,si,4,55,medio,si,1,elevado,medio,privado,positivo,2,no,posgrado,moderado,hombre,68
14,80,elevado,medio,si,5,81,medio,si,1,bajo,medio,publico,positivo,4,no,posgrado,lejano,mujer,67
20,66,medio,bajo,no,6,90,elevado,si,0,medio,bajo,publico,neutral,1,no,universidad,cercano,mujer,64
18,64,medio,bajo,si,6,83,elevado,si,2,bajo,medio,publico,positivo,2,no,universidad,cercano,hombre,65
22,65,bajo,elevado,si,6,85,medio,si,2,elevado,medio,publico,positivo,3,si,posgrado,cercano,mujer,66
15,64,medio,bajo,si,6,76,elevado,si,2,medio,bajo,privado,positivo,4,si,preparatoria,,mujer,63
23,84,elevado,medio,si,6,78,bajo,si,2,bajo,bajo,publico,negativo,2,no,preparatoria,moderado,mujer,68
29,68,medio,elevado,si,4,53,medio,si,1,medio,bajo,privado,negativo,4,no,preparatoria,lejano,hombre,66
19,70,medio,bajo,no,7,63,bajo,no,3,bajo,bajo,publico,neutral,5,no,preparatoria,cercano,hombre,63
22,67,bajo,medio,no,7,86,bajo,si,1,bajo,medio,publico,positivo,3,no,preparatoria,moderado,mujer,63
24,98,elevado,medio,si,6,97,medio,si,1,medio,bajo,publico,positivo,4,no,universidad,lejano,hombre,74
18,94,medio,elevado,si,9,77,bajo,si,1,medio,elevado,publico,positivo,2,no,universidad,moderado,hombre,70
21,69,elevado,elevado,si,7,86,medio,si,2,bajo,medio,privado,neutral,3,no,preparatoria,cercano,hombre,68
20,73,medio,bajo,si,7,84,medio,si,0,medio,bajo,publico,neutral,4,no,posgrado,moderado,mujer,66
21,68,medio,bajo,no,8,100,bajo,si,0,medio,bajo,publico,positivo,4,no,preparatoria,lejano,hombre,63
15,80,bajo,elevado,no,5,90,medio,si,4,bajo,medio,publico,positivo,3,no,universidad,lejano,mujer,67
20,61,medio,bajo,no,7,81,medio,si,1,medio,bajo,publico,neutral,3,no,preparatoria,moderado,hombre,62
23,87,elevado,elevado,no,8,56,medio,si,1,medio,elevado,publico,positivo,3,no,posgrado,moderado,hombre,71
29,81,elevado,medio,no,7,68,medio,si,2,medio,bajo,publico,neutral,4,no,posgrado,cercano,hombre,72
26,96,medio,bajo,si,5,63,medio,no,1,elevado,medio,privado,positivo,2,no,posgrado,cercano,hombre,72
33,67,medio,bajo,si,6,93,elevado,si,0,bajo,elevado,publico,neutral,3,no,preparatoria,lejano,mujer,68
15,92,medio,bajo,si,7,72,bajo,si,1,medio,bajo,publico,negativo,5,no,preparatoria,cercano,mujer,66
25,92,medio,bajo,no,4,77,medio,si,0,bajo,medio,publico,positivo,3,no,preparatoria,cercano,hombre,70
21,65,medio,bajo,si,5,98,elevado,no,2,bajo,medio,privado,positivo,4,no,posgrado,cercano,hombre,66
33,76,medio,bajo,si,10,92,bajo,si,1,elevado,medio,privado,positivo,3,no,posgrado,cercano,mujer,72
15,67,elevado,medio,si,8,89,bajo,si,0,elevado,elevado,publico,neutral,4,no,preparatoria,moderado,mujer,64
15,70,elevado,medio,no,9,57,medio,si,1,medio,bajo,privado,negativo,3,no,preparatoria,,mujer,63
16,71,medio,bajo,no,8,51,medio,si,0,bajo,medio,publico,negativo,2,no,posgrado,lejano,mujer,61
7,82,elevado,elevado,si,8,56,medio,si,0,bajo,medio,privado,negativo,2,no,preparatoria,lejano,hombre,62
17,76,medio,elevado,no,7,87,elevado,si,1,medio,elevado,publico,positivo,4,no,preparatoria,cercano,mujer,68
15,98,bajo,medio,si,8,71,bajo,si,1,medio,bajo,publico,positivo,3,no,preparatoria,cercano,hombre,68
21,65,bajo,medio,no,9,56,elevado,si,1,medio,bajo,publico,positivo,5,no,preparatoria,moderado,hombre,63
22,99,medio,bajo,si,8,87,bajo,si,1,medio,bajo,privado,neutral,4,no,preparatoria,moderado,mujer,70
31,69,elevado,bajo,si,7,60,medio,si,1,bajo,medio,publico,neutral,3,no,posgrado,cercano,mujer,68
26,91,elevado,medio,si,7,79,medio,si,1,bajo,medio,privado,neutral,5,no,preparatoria,cercano,mujer,72
17,74,medio,bajo,si,8,87,medio,si,4,bajo,bajo,publico,positivo,3,no,universidad,cercano,hombre,67
15,66,bajo,elevado,no,6,80,medio,no,1,bajo,medio,privado,neutral,1,no,universidad,cercano,hombre,61
23,94,bajo,medio,no,8,100,medio,no,0,bajo,medio,publico,neutral,3,no,posgrado,cercano,hombre,69
12,72,medio,bajo,si,6,72,elevado,si,2,bajo,elevado,privado,negativo,2,no,preparatoria,moderado,mujer,61
31,86,elevado,elevado,si,6,66,medio,si,3,medio,bajo,publico,positivo,3,no,universidad,moderado,hombre,75
27,83,elevado,bajo,no,5,60,medio,si,0,elevado,bajo,publico,neutral,2,no,universidad,moderado,mujer,68
17,79,medio,bajo,si,6,75,bajo,si,1,medio,elevado,publico,neutral,4,no,preparatoria,cercano,hombre,65
10,80,elevado,medio,si,6,93,elevado,si,4,medio,,publico,negativo,3,no,universidad,moderado,mujer,67
28,89,medio,elevado,si,10,97,elevado,si,3,medio,bajo,publico,negativo,6,no,preparatoria,cercano,mujer,75
19,64,bajo,medio,no,6,99,medio,si,1,medio,bajo,publico,positivo,3,no,universidad,cercano,hombre,64
27,87,medio,bajo,no,8,77,medio,si,1,bajo,elevado,publico,neutral,4,no,preparatoria,moderado,hombre,70
10,96,elevado,elevado,no,6,80,medio,no,0,medio,bajo,publico,neutral,4,no,preparatoria,moderado,mujer,67
16,62,medio,bajo,si,7,79,bajo,si,2,medio,bajo,publico,neutral,3,no,preparatoria,cercano,hombre,63
20,66,elevado,elevado,no,7,73,medio,si,1,medio,bajo,publico,negativo,4,no,universidad,,mujer,65
20,89,medio,bajo,si,4,58,medio,si,1,medio,bajo,publico,positivo,3,no,preparatoria,lejano,mujer,67
17,77,bajo,elevado,si,5,53,medio,si,2,elevado,medio,publico,neutral,3,no,universidad,cercano,hombre,86
24,76,bajo,elevado,no,6,72,elevado,si,3,medio,elevado,publico,neutral,3,si,preparatoria,moderado,mujer,67
14,65,elevado,medio,no,5,59,bajo,si,1,elevado,medio,publico,positivo,4,no,posgrado,lejano,hombre,63
19,80,medio,bajo,no,7,94,medio,si,0,medio,bajo,publico,neutral,3,no,universidad,moderado,mujer,66
21,65,elevado,elevado,no,7,88,bajo,si,2,bajo,medio,privado,neutral,1,no,,cercano,hombre,65
23,79,medio,bajo,no,5,81,medio,si,1,medio,bajo,privado,neutral,3,no,preparatoria,cercano,mujer,67
24,91,medio,bajo,no,7,52,bajo,si,0,elevado,elevado,publico,neutral,4,no,universidad,cercano,hombre,69
13,70,elevado,elevado,no,6,81,medio,si,2,medio,bajo,publico,positivo,2,no,posgrado,cercano,hombre,66
11,79,medio,bajo,si,7,81,medio,si,1,elevado,medio,publico,neutral,2,no,preparatoria,moderado,hombre,64
28,100,elevado,bajo,si,6,72,medio,si,1,bajo,medio,publico,negativo,2,no,posgrado,cercano,mujer,73
22,87,bajo,medio,no,8,83,bajo,si,1,bajo,medio,publico,neutral,1,no,universidad,lejano,hombre,66
16,94,medio,bajo,no,9,93,bajo,si,1,bajo,medio,publico,negativo,4,no,posgrado,cercano,mujer,68
29,77,elevado,bajo,si,8,88,bajo,si,0,medio,elevado,publico,positivo,4,no,universidad,moderado,hombre,70
21,91,elevado,medio,no,9,74,medio,si,2,bajo,bajo,privado,negativo,2,no,,cercano,mujer,69
27,62,medio,elevado,si,5,63,bajo,si,4,elevado,medio,publico,negativo,4,no,preparatoria,cercano,mujer,67
20,65,medio,bajo,no,6,74,bajo,si,0,medio,bajo,privado,positivo,3,no,universidad,moderado,hombre,62
32,68,medio,bajo,no,8,97,elevado,si,1,bajo,medio,publico,positivo,2,no,preparatoria,cercano,hombre,68
31,76,medio,elevado,si,9,91,medio,si,1,bajo,medio,privado,neutral,4,no,posgrado,cercano,hombre,72
19,94,bajo,medio,no,8,51,medio,si,3,medio,bajo,privado,positivo,5,no,posgrado,cercano,hombre,69
26,74,bajo,bajo,no,5,89,bajo,si,3,elevado,elevado,privado,negativo,2,no,preparatoria,cercano,hombre,66
24,86,elevado,elevado,no,6,59,medio,si,1,bajo,medio,publico,positivo,3,no,preparatoria,moderado,mujer,70
28,88,elevado,medio,no,8,79,medio,si,0,medio,bajo,publico,positivo,3,no,preparatoria,lejano,hombre,71
14,83,medio,bajo,si,7,90,medio,si,0,bajo,bajo,publico,negativo,3,no,universidad,cercano,mujer,65
24,74,elevado,medio,si,6,78,medio,si,3,bajo,elevado,publico,positivo,3,no,universidad,cercano,mujer,70
26,83,bajo,bajo,no,7,70,elevado,no,2,medio,elevado,publico,negativo,4,si,preparatoria,moderado,hombre,65
9,74,medio,elevado,no,7,66,bajo,si,1,elevado,elevado,privado,neutral,3,no,preparatoria,lejano,mujer,62
13,63,elevado,medio,si,5,65,medio,si,2,elevado,medio,privado,neutral,2,no,preparatoria,lejano,hombre,62
8,100,elevado,medio,si,8,92,medio,si,1,medio,elevado,publico,neutral,3,no,posgrado,moderado,mujer,70
18,65,medio,elevado,si,6,91,medio,no,5,bajo,medio,privado,neutral,3,no,universidad,cercano,hombre,66
24,63,elevado,bajo,si,7,91,bajo,si,4,bajo,medio,privado,positivo,4,no,preparatoria,cercano,mujer,67
29,95,medio,bajo,no,9,64,medio,si,1,medio,elevado,publico,positivo,3,no,preparatoria,cercano,mujer,72
20,72,elevado,bajo,si,7,90,bajo,si,0,bajo,elevado,privado,negativo,3,no,posgrado,cercano,mujer,66
30,86,medio,bajo,si,8,52,medio,si,2,medio,bajo,publico,negativo,2,si,universidad,moderado,mujer,68
12,73,elevado,medio,no,5,60,medio,si,1,bajo,medio,publico,negativo,4,no,preparatoria,moderado,hombre,62
10,76,bajo,medio,si,8,76,medio,si,2,elevado,elevado,privado,positivo,3,si,posgrado,moderado,hombre,64
